Institution,Program,Level,Accredited
11401.,UFJB2003 MICRO-CREDENTIAL: AUDIENCE AND RECEPTION STUDIES,Bachelor of Communication (Honours) Broadcasting,A9826
11402.,"MFPB34072 MICRO-CREDENTIAL: ART,CRAFT, AND DESIGN",Bachelor of Communication (Honours) Broadcasting,A9826
11403.,UFJE1153 MICRO-CREDENTIAL: COMMUNICATION IN INTERPERSONAL RELATIONSHIPS,Bachelor of Communication (Honours) Broadcasting,A9826
11404.,UFJB2104 MICRO-CREDENTIAL: DIGITAL AUDIO PRODUCTION,Bachelor of Communication (Honours) Broadcasting,A9826
11405.,UFJE2114 MICRO-CREDENTIAL: MALAYSIAN MEDIA AND CULTURE,Bachelor of Communication (Honours) Broadcasting,A9826
11406.,MFPB34012 MICRO-CREDENTIAL: SOCIAL ENTREPRENEURSHIP PROJECT,Bachelor of Communication (Honours) Broadcasting,A9826
11407.,MFPB34022 MICRO-CREDENTIAL: ARTS AND CULTURAL PERFORMANCE,Bachelor of Communication (Honours) Broadcasting,A9826
11408.,MFPB34032 MICRO-CREDENTIAL: COMMUNITY PROJECT,Bachelor of Communication (Honours) Broadcasting,A9826
11409.,"MFPB34042 MICRO-CREDENTIAL: LANGUAGE, CULTURE AND SOCIAL STUDY ABROAD",Bachelor of Communication (Honours) Broadcasting,A9826
11410.,MFPB34052 MICRO-CREDENTIAL: TEAM WORK AND COLLABORATIVE PROJECT,Bachelor of Communication (Honours) Broadcasting,A9826
11411.,UFGB2373 MICRO-CREDENTIAL: MECHANICAL AND ELECTRICAL SERVICES II,Bachelor of Science (Honours) Construction Management,A9827
11412.,UFCB2333 MICRO-CREDENTIAL: SOCIAL MEDIA STRATEGIES FOR BUSINESS,Bachelor of Science (Honours) Construction Management,A9827
11413.,UFGB1423 MICRO-CREDENTIAL: BUILDING TECHNOLOGY I,Bachelor of Science (Honours) Construction Management,A9827
11414.,UFGB1434 MICRO-CREDENTIAL: CONSTRUCTION PROJECT MANAGEMENT I,Bachelor of Science (Honours) Construction Management,A9827
11415.,MFPB34092 MICRO-CREDENTIAL: MUSIC PERFORMANCE,Bachelor of Science (Honours) Construction Management,A9827
11416.,MFPB34052 MICRO-CREDENTIAL: TEAM WORK AND COLLABORATIVE PROJECT,Bachelor of Science (Honours) Construction Management,A9827
11417.,MFPB34062 MICRO-CREDENTIAL: STUDY SOFT SKILLS AND/OR LIFE SKILLS ABROAD,Bachelor of Science (Honours) Construction Management,A9827
11418.,MFPB34082 MICRO-CREDENTIAL: ORAL COMMUNICATION,Bachelor of Science (Honours) Construction Management,A9827
11419.,MFPB34102 MICRO-CREDENTIAL: MANAGING PERSONAL FINANCE,Bachelor of Science (Honours) Construction Management,A9827
11420.,MFPB34112 MICRO-CREDENTIAL: WORK ETHICS AND EQ,Bachelor of Science (Honours) Construction Management,A9827
11421.,MFPB34132 MICRO-CREDENTIAL: MANAGEMENT OF SPORTS ACTIVITY,Bachelor of Science (Honours) Construction Management,A9827
11422.,"MFPB34142 MICRO-CREDENTIAL: CRITICAL THINKING, CREATIVE THINKING AND PROBLEM SOLVING",Bachelor of Science (Honours) Construction Management,A9827
11423.,MFPB34152 MICRO-CREDENTIAL: LEADERSHIP AND TEAMBUILDING,Bachelor of Science (Honours) Construction Management,A9827
11424.,MFPB34162 MICRO-CREDENTIAL: BUSINESS PLAN WRITING & PREPARATION,Bachelor of Science (Honours) Construction Management,A9827
11425.,UFPB3123 MICRO-CREDENTIAL: TAMADUN ISLAM DAN TAMADUN ASIA (TITAS),Bachelor of Science (Honours) Construction Management,A9827
11426.,UFPB3143 MICRO-CREDENTIAL: BAHASA MELAYU KOMUNIKASI 2,Bachelor of Science (Honours) Construction Management,A9827
11427.,UFGB2122 MICRO-CREDENTIAL: BUILDING MEASUREMENT II,Bachelor of Science (Honours) Construction Management,A9827
11428.,UFBB3143 MICRO-CREDENTIAL: PERSONAL FINANCIAL PLANNING AND MANAGEMENT,Bachelor of Science (Honours) Construction Management,A9827
11429.,UFBK1013 MICRO-CREDENTIAL: ORGANISATION AND HUMAN RESOURCE,Bachelor of Science (Honours) Construction Management,A9827
11430.,UFBB2013 MICRO-CREDENTIAL: ENTREPRENEURSHIP,Bachelor of Science (Honours) Construction Management,A9827
11431.,UFCB1003 MICRO-CREDENTIAL: INTRODUCTION TO INTERNET OF THINGS AND ITS APPLICATIONS,Bachelor of Science (Honours) Construction Management,A9827
11432.,UFJB1073 MICRO-CREDENTIAL: COMMUNICATIVE TAMIL FOR HEALTH SCIENCES,Bachelor of Science (Honours) Construction Management,A9827
11433.,UFJB1093 MICRO-CREDENTIAL: INTRODUCTION TO KOREAN,Bachelor of Science (Honours) Construction Management,A9827
11434.,UFGB3173 MICRO-CREDENTIAL: CONSTRUCTION ESTIMATING,Bachelor of Science (Honours) Construction Management,A9827
11435.,UFGB3473 MICRO-CREDENTIAL: FINANCIAL PRACTICE IN THE CONSTRUCTION INDUSTRY,Bachelor of Science (Honours) Construction Management,A9827
11436.,UFGB3513 MICRO-CREDENTIAL: BUILDING ECONOMICS,Bachelor of Science (Honours) Construction Management,A9827
11437.,MFPB33033 MICRO-CREDENTIAL: INTRODUCTION TO LAW AND MALAYSIAN LEGAL SYSTEM,Bachelor of Science (Honours) Construction Management,A9827
11438.,UFGB1113 MICRO-CREDENTIAL: CONSTRUCTION MATERIALS,Bachelor of Science (Honours) Construction Management,A9827
11439.,UFGB2543 MICRO-CREDENTIAL: VALUE MANAGEMENT PRACTICE,Bachelor of Science (Honours) Construction Management,A9827
11440.,"MFPB34042 MICRO-CREDENTIAL: LANGUAGE, CULTURE AND SOCIAL STUDY ABROAD",Bachelor of Science (Honours) Construction Management,A9827
11441.,UFGB2124 MICRO-CREDENTIAL: BUILDING TECHNOLOGY III,Bachelor of Science (Honours) Construction Management,A9827
11442.,UFAN1003 MICRO-CREDENTIAL: INTRODUCTION TO THAI LANGUAGE,Bachelor of Science (Honours) Construction Management,A9827
11443.,UFGB1373 MICRO-CREDENTIAL: MECHANICAL AND ELECTRICAL SERVICES I,Bachelor of Science (Honours) Construction Management,A9827
11444.,UFGB2233 MICRO-CREDENTIAL: CONSTRUCTION CONTRACT ADMINISTRATION I,Bachelor of Science (Honours) Construction Management,A9827
11445.,UFGB3123 MICRO-CREDENTIAL: BUILDING TECHNOLOGY IV,Bachelor of Science (Honours) Construction Management,A9827
11446.,UFGB3643 MICRO-CREDENTIAL: GLOBAL CONSTRUCTION,Bachelor of Science (Honours) Construction Management,A9827
11447.,UFGB3653 MICRO-CREDENTIAL: CONTEMPORARY ISSUES IN CONSTRUCTION,Bachelor of Science (Honours) Construction Management,A9827
11448.,UFGB3173 MICRO-CREDENTIAL:CONSTRUCTION ESTIMATING,Bachelor of Science (Honours) Construction Management,A9827
11449.,UFGB3473 MICRO-CREDENTIAL: FINANCIAL PRACTICE IN THE CONSTRUCTION INDUSTRY,Bachelor of Science (Honours) Construction Management,A9827
11450.,UFGB3513 MICRO-CREDENTIAL: BUILDING ECONOMICS,Bachelor of Science (Honours) Construction Management,A9827
11451.,UFGB2543 MICRO-CREDENTIAL: VALUE MANAGEMENT PRACTICE,Bachelor of Science (Honours) Construction Management,A9827
11452.,UFGC1323 MICRO-CREDENTIAL: BUILDING TECHNOLOGY,Bachelor of Science (Honours) Construction Management,A9827
11453.,UFGC2932 MICRO-CREDENTIAL: RESEARCH METHODOLOGY,Bachelor of Science (Honours) Construction Management,A9827
11454.,UFGC1333 MICRO-CREDENTIAL: UILDING AND CONSTRUCTION TECHNOLOGY 1,Bachelor of Science (Honours) Construction Management,A9827
11455.,UFGC3223 MICRO-CREDENTIAL: BUILDING MAINTENANCE AND REFURBISHMENT,Bachelor of Science (Honours) Construction Management,A9827
11456.,UFGB2712 MICRO-CREDENTIAL: CADD AND BIM,Bachelor of Science (Honours) Construction Management,A9827
11457.,UFGB1253 MICRO-CREDENTIAL: BUILDING STRUCTURAL ANALYSIS,Bachelor of Science (Honours) Construction Management,A9827
11458.,UFGB3623 MICRO-CREDENTIAL:CONSTRUCTION LAW,Bachelor of Science (Honours) Construction Management,A9827
11459.,UFGB1912 MICRO-CREDENTIAL:CONSTRUCTION HEALTH AND SAFETY,Bachelor of Science (Honours) Construction Management,A9827
11460.,UFGB2233 MICRO-CREDENTIAL: CONSTRUCTION CONTRACT ADMINISTRATION I,Bachelor of Science (Honours) Construction Management,A9827
11461.,UFGB2853 MICRO-CREDENTIAL: QUANTITATIVE AND QUALITATIVE DATA ANALYSIS,Bachelor of Science (Honours) Construction Management,A9827
11462.,UFGB3133 MICRO-CREDENTIAL: CONSTRUCTION CONTRACT ADMINISTRATION II,Bachelor of Science (Honours) Construction Management,A9827
11463.,MFPB32193 MICRO-CREDENTIAL: ENGLISH FOR PROFESSIONAL COMMUNICATIONS,Bachelor of Science (Honours) Construction Management,A9827
11464.,UFBB1011 MICRO-CREDENTIAL: SUN ZI'S ART OF WAR AND BUSINESS STRATEGIES,Bachelor of Science (Honours) Construction Management,A9827
11465.,UFGB1243 MICRO-CREDENTIAL: SURVEYING IN CONSTRUCTION,Bachelor of Science (Honours) Construction Management,A9827
11466.,UFGB1253 MICRO-CREDENTIAL: BUILDING STRUCTURAL ANALYSIS,Bachelor of Science (Honours) Construction Management,A9827
11467.,UFGB1433 MICRO-CREDENTIAL: BUILDING TECHNOLOGY II,Bachelor of Science (Honours) Construction Management,A9827
11468.,UFGB1813 MICRO-CREDENTIAL: ENVIRONMENTAL SCIENCE,Bachelor of Science (Honours) Construction Management,A9827
11469.,UFGB3623 MICRO-CREDENTIAL: CONSTRUCTION LAW,Bachelor of Science (Honours) Construction Management,A9827
11470.,UFGB1812 MICRO-CREDENTIAL: TECHNICAL DRAWING,Bachelor of Science (Honours) Construction Management,A9827
11471.,UFGB1912 MICRO-CREDENTIAL: CONSTRUCTION HEALTH AND SAFETY,Bachelor of Science (Honours) Construction Management,A9827
11472.,UFBH1013 MICRO-CREDENTIAL: MANAGEMENT PRINCIPLES,Bachelor of Science (Honours) Construction Management,A9827
11473.,UFGB2112 MICRO-CREDENTIAL: BUILDING MEASUREMENT I,Bachelor of Science (Honours) Construction Management,A9827
11474.,UFGB2853 MICRO-CREDENTIAL: QUANTITATIVE AND QUALITATIVE DATA ANALYSIS,Bachelor of Science (Honours) Construction Management,A9827
11475.,UFGB2863 MICRO-CREDENTIAL: COMPUTER APPLICATION FOR CONSTRUCTION,Bachelor of Science (Honours) Construction Management,A9827
11476.,UFGB3133 MICRO-CREDENTIAL: CONSTRUCTION CONTRACT ADMINISTRATION II,Bachelor of Science (Honours) Construction Management,A9827
11477.,UFGB3454 MICRO-CREDENTIAL: CONSTRUCTION PROJECT MANAGEMENT III,Bachelor of Science (Honours) Construction Management,A9827
11478.,UFGB3643 MICRO-CREDENTIAL: GLOBAL CONSTRUCTION,Bachelor of Science (Honours) Construction Management,A9827
11479.,UFGB3653 MICRO-CREDENTIAL: CONTEMPORARY ISSUES IN CONSTRUCTION,Bachelor of Science (Honours) Construction Management,A9827
11480.,MFPB32013 MICRO-CREDENTIAL: BAHASA KEBANGSAAN A,Bachelor of Science (Honours) Construction Management,A9827
11481.,UFAE1003 MICRO-CREDENTIAL: INTRODUCTION TO GERMAN LANGUAGE,Bachelor of Science (Honours) Construction Management,A9827
11482.,UFAQ1003 MICRO-CREDENTIAL: INTRODUCTION TO CHINESE LANGUAGE I,Bachelor of Science (Honours) Construction Management,A9827
11483.,UFAH1003 MICRO-CREDENTIAL: INTRODUCTION TO FRENCH,Bachelor of Science (Honours) Construction Management,A9827
11484.,UFAB2013 MICRO-CREDENTIAL: INTRODUCTION TO JAPANESE,Bachelor of Science (Honours) Construction Management,A9827
11485.,UFAK1003 MICRO-CREDENTIAL: INTRODUCTION TO TAMIL LANGUAGE,Bachelor of Science (Honours) Construction Management,A9827
11486.,UFGB2444 MICRO-CREDENTIAL: CONSTRUCTION PROJECT MANAGEMENT II,Bachelor of Science (Honours) Construction Management,A9827
11487.,UFGB2922 MICRO-CREDENTIAL: RESEARCH & METHODOLOGY,Bachelor of Science (Honours) Construction Management,A9827
11488.,MFPB3113 MICRO-CREDENTIAL: HUBUNGAN ETNIK,Bachelor of Science (Honours) Construction Management,A9827
11489.,MFPB3173 MICRO-CREDENTIAL: MALAYSIAN STUDIES 3,Bachelor of Science (Honours) Construction Management,A9827
11490.,MFPB34012 MICRO-CREDENTIAL: SOCIAL ENTREPRENEURSHIP PROJECT,Bachelor of Science (Honours) Construction Management,A9827
11491.,MFPB34022 MICRO-CREDENTIAL: ARTS AND CULTURAL PERFORMANCE,Bachelor of Science (Honours) Construction Management,A9827
11492.,MFPB34032 MICRO-CREDENTIAL: COMMUNITY PROJECT,Bachelor of Science (Honours) Construction Management,A9827
11493.,UFJF2053 MICRO-CREDENTIAL: MALAYSIAN CHINESE SOCIETY AND EDUCATION,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11494.,UFJF1014 MICRO-CREDENTIAL: THEORY AND PRINCIPLES OF JOURNALISM,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11495.,UFJC1023 MICRO-CREDENTIAL: JOURNALISTIC WRITING I,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11496.,UFJF1043 MICRO-CREDENTIAL: BASIC PHOTO JOURNALISM,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11497.,UFJF1053 MICRO-CREDENTIAL: HISTORY OF CHINESE LANGUAGE NEWSPAPERS IN MALAYSIA AND SINGAPORE,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11498.,UFJF1083 MICRO-CREDENTIAL: DIGITAL MARKETING IN CHINESE MEDIA,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11499.,MFPB3113 MICRO-CREDENTIAL: HUBUNGAN ETNIK,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11500.,MFPB3173 MICRO-CREDENTIAL: MALAYSIAN STUDIES 3,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11501.,MFPB32073 MICRO-CREDENTIAL: COMMUNICATIVE ENGLISH,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11502.,UFJE1013 MICRO-CREDENTIAL: DESIGN STUDIO,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11503.,UFJE1014 MICRO-CREDENTIAL: THEORY AND PRINCIPLES OF JOURNALISM,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11504.,UFJH1023 MICRO-CREDENTIAL: JOURNALISTIC WRITING I,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11505.,UFJE2053 MICRO-CREDENTIAL: MALAYSIAN CHINESE SOCIETY AND EDUCATION,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11506.,UFJK2083 MICRO-CREDENTIAL: CULTURAL STUDIES,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11507.,UFJK1003 MICRO-CREDENTIAL: FUNDAMENTALS OF PSYCHOLOGY,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11508.,"UFJB1033 MICRO-CREDENTIAL: UNDERSTANDING POLITICS: STATE, NATION AND GOVERNMENT",Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11509.,UFJB2043 MICRO-CREDENTIAL: SOCIOLOGY IN MALAYSIAN CONTEXT,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11510.,UFJB1003 MICRO-CREDENTIAL: INTRODUCTION TO ADVERTISING,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11511.,UFJB1083 MICRO-CREDENTIAL: RADIO BROADCASTING,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11512.,UFJB1153 MICRO-CREDENTIAL: COMMUNICATION IN INTERPERSONAL RELATIONSHIPS,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11513.,UFLE1003 MICRO-CREDENTIAL: CONFUCIANISM AND MODERN SOCIETY,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11514.,UFAB1013 MICRO-CREDENTIAL: ENGLISH FOR MASS COMMUNICATION,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11515.,UFJB2133 MICRO-CREDENTIAL: BASIC VIDEO PRODUCTION,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11516.,UFJH1043 MICRO-CREDENTIAL: BASIC PHOTO JOURNALISM,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11517.,UFJE1053 MICRO-CREDENTIAL: HISTORY OF CHINESE LANGUAGE NEWSPAPERS IN MALAYSIA AND SINGAPORE,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11518.,UFJH1083 MICRO-CREDENTIAL: DIGITAL MARKETING IN CHINESE MEDIA,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11519.,UFJB2053 MICRO-CREDENTIAL: MALAYSIAN CHINESE SOCIETY AND EDUCATION,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11520.,MFPB32013 MICRO-CREDENTIAL: BAHASA KEBANGSAAN A,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11521.,UFAH1003 MICRO-CREDENTIAL: INTRODUCTION TO FRENCH,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11522.,UFAB2013 MICRO-CREDENTIAL: INTRODUCTION TO JAPANESE,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11523.,UFJB1093 MICRO-CREDENTIAL: INTRODUCTION TO KOREAN,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11524.,MFPB34012 MICRO-CREDENTIAL: SOCIAL ENTREPRENEURSHIP PROJECT,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11525.,MFPB34022 MICRO-CREDENTIAL: ARTS AND CULTURAL PERFORMANCE,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11526.,MFPB34032 MICRO-CREDENTIAL: COMMUNITY PROJECT,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11527.,"MFPB34042 MICRO-CREDENTIAL: LANGUAGE, CULTURE AND SOCIAL STUDY ABROAD",Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11528.,MFPB34052 MICRO-CREDENTIAL: TEAM WORK AND COLLABORATIVE PROJECT,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11529.,MFPB34062 MICRO-CREDENTIAL: STUDY SOFT SKILLS AND/OR LIFE SKILLS ABROAD,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11530.,"MFPB34072 MICRO-CREDENTIAL: ART,CRAFT, AND DESIGN",Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11531.,MFPB34092 MICRO-CREDENTIAL: MUSIC PERFORMANCE,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11532.,MFPB34152 MICRO-CREDENTIAL: LEADERSHIP AND TEAMBUILDING,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11533.,UFJK1033 MICRO-CREDENTIAL: CHINESE LANGUAGE MEDIA IN WORLD CONTEXT,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11534.,UFJB2004 MICRO-CREDENTIAL: INTERNATIONAL POLITICS AND ORGANISATIONS,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11535.,UFJB2023 MICRO-CREDENTIAL: CONSTITUTIONAL DEVELOPMENT IN MALAYSIA,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11536.,UFJB2093 MICRO-CREDENTIAL: BUSINESS REPORTING,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11537.,UFJB2113 MICRO-CREDENTIAL: NEWS EDITING,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11538.,UFJB2133 MICRO-CREDENTIAL: INTERACTIVE REPORTING,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11539.,UFKB1011 MICRO-CREDENTIAL: SUN ZI'S ART OF WAR AND BUSINESS STRATEGIES,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11540.,MFPB3123 MICRO-CREDENTIAL: TAMADUN ISLAM DAN TAMADUN ASIA (TITAS),Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11541.,MFPB3143 MICRO-CREDENTIAL: BAHASA MELAYU KOMUNIKASI 2,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11542.,UFJB2064 MICRO-CREDENTIAL: APPROACHES TO COMMUNICATION RESEARCH,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11543.,UFJB2114 MICRO-CREDENTIAL: MEDIA AND COMMUNICATION THEORIES,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11544.,UFJB2073 MICRO-CREDENTIAL: JOURNALISTIC WRITING II,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11545.,UFJB2103 MICRO-CREDENTIAL: NEWS TRANSLATION,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11546.,UFJB2163 MICRO-CREDENTIAL: FEATURE WRITING,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11547.,UFJB3054 MICRO-CREDENTIAL: BROADCAST JOURNALISM,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11548.,UFJB2123 MICRO-CREDENTIAL: DIGITAL PUBLICATION DESIGN,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11549.,UFJE2043 MICRO-CREDENTIAL: PUBLIC SPEAKING,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11550.,UFJH1013 MICRO-CREDENTIAL: CHINESE LANGUAGE AND RHETORIC,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11551.,UFJK2083 MICRO-CREDENTIAL: CULTURAL STUDIES,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11552.,MFPB33153 MICRO-CREDENTIAL: COMMUNICATION LAW,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11553.,UFJB3063 MICRO-CREDENTIAL: ENTREPRENEURSHIP,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11554.,UFJB3143 MICRO-CREDENTIAL: ETHICS IN MEDIA COMMUNICATION,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11555.,UFJE3063 MICRO-CREDENTIAL: DATA JOURNALISM,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11556.,UFJB3053 MICRO-CREDENTIAL: OPINION WRITING,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11557.,UFJB3073 MICRO-CREDENTIAL: MEDIA MANAGEMENT IN THE DIGITAL AGE,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11558.,UFJI1033 MICRO-CREDENTIAL: CHINESE LANGUAGE MEDIA IN WORLD CONTEXT,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11559.,UFJF2023 MICRO-CREDENTIAL: CONSTITUTIONAL DEVELOPMENT IN MALAYSIA,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11560.,UFJC2093 MICRO-CREDENTIAL: BUSINESS REPORTING,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11561.,UFJC2113 MICRO-CREDENTIAL: NEWS EDITING,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11562.,UFJC2133 MICRO-CREDENTIAL: INTERACTIVE REPORTING,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
11563.,UFJC2073 MICRO-CREDENTIAL: JOURNALISTIC WRITING II,Bachelor of Arts (Honours) Journalism in Chinese Media,MQA/FA0024
